transaction_id,store_id,product_id,quantity,price,transaction_date
178,72,832,8,267.08,2024-01-31
179,26,169,1,381.64,2024-07-27
180,11,55,5,446.67,2024-01-19
181,49,228,7,82.2,2023-12-25
182,30,751,7,183.7,2024-04-08
183,63,551,2,332.26,2024-06-06
184,17,401,5,98.41,2024-05-11
185,21,472,7,344.49,2024-01-08
186,2,295,5,415.68,2024-01-02
187,53,672,8,463.82,2024-06-24
188,62,799,3,204.1,2024-06-12
189,48,252,1,207.28,2024-07-26
190,52,3,3,236.39,2022-09-30
191,28,495,2,260.93,2022-11-28
192,21,976,8,464.39,2023-09-16
193,9,674,9,195.55,2023-09-16
194,98,205,3,270.18,2023-05-14
195,60,127,3,121.86,2022-10-16
196,52,4,1,419.84,2024-03-07
197,42,583,6,240.42,2024-04-13
198,87,694,7,355.98,2022-09-25
199,14,40,5,222.46,2023-05-26
200,86,159,4,92.4,2024-01-10
201,65,123,8,11.15,2024-04-15
202,8,3,3,124.79,2023-10-14
203,74,747,7,420.85,2023-10-09
204,19,460,7,442.83,2023-04-24
205,55,570,5,237.12,2023-10-08
206,25,299,7,398.46,2024-03-16
207,10,576,6,408.37,2024-08-02
208,37,275,3,82.77,2024-07-28
209,18,479,1,377.26,2023-08-31
210,13,556,1,280.49,2024-08-02
211,12,302,5,377.43,2023-06-26
212,51,119,2,59.16,2023-12-13
213,18,133,1,421.12,2023-03-05
214,54,769,4,223.31,2024-03-02
215,49,308,8,143.28,2023-08-03
216,66,145,8,251.22,2023-08-29
217,70,963,9,256.62,2023-06-21
218,97,382,5,221.07,2023-08-30
219,24,473,1,306.5,2023-08-06
220,70,391,4,312.21,2023-03-27
221,77,745,8,456.05,2024-02-23
222,18,352,8,15.2,2022-11-28
223,19,352,5,176.89,2024-03-03
224,44,848,4,396.08,2022-11-14
225,6,685,9,273.03,2022-12-07
226,93,729,3,208.11,2024-05-06
227,61,793,9,442.07,2024-03-27
228,10,862,1,481.8,2023-04-30
229,85,58,6,488.53,2024-08-15
230,6,573,6,406.5,2024-03-21
231,34,599,4,310.06,2022-09-27
232,26,112,4,473.64,2022-09-08
233,97,73,2,369.99,2022-10-07
234,72,404,2,222.48,2022-10-09
235,70,709,6,240.17,2023-03-24
236,92,923,8,7.42,2024-02-12
237,46,562,6,323.43,2024-01-29
238,25,733,6,149.48,2022-10-20
239,80,85,7,461.66,2024-07-13
240,45,526,4,206.27,2024-05-23
241,50,337,8,401.97,2023-10-18
242,80,849,3,32.13,2022-11-30
243,41,310,8,404.22,2023-03-16
244,83,839,1,47.6,2024-08-14
245,30,84,6,79.95,2022-12-24
246,61,53,8,63.31,2022-12-09
247,25,504,3,207.15,2024-02-10
248,50,656,3,321.75,2022-12-14
249,99,449,6,310.1,2024-05-11
250,25,587,2,69.47,2022-10-22
251,40,602,6,219.0,2023-09-02
252,97,22,2,230.99,2023-07-10
253,33,78,2,292.86,2023-09-29
254,46,259,7,265.75,2023-11-21
255,79,240,1,300.8,2024-05-08
256,37,680,9,265.13,2023-06-01
257,35,986,1,119.61,2024-07-29
258,90,138,8,210.54,2024-01-10
259,55,995,1,427.83,2024-08-23
260,90,244,8,18.38,2023-09-16
261,53,13,9,430.89,2024-01-31
262,27,15,7,58.6,2022-12-08
263,61,588,2,189.28,2023-09-20
264,16,540,4,351.28,2023-11-16
265,79,617,4,246.24,2022-11-17
266,76,756,8,487.53,2023-11-08
267,43,408,6,260.05,2024-02-06
268,13,502,5,499.86,2022-12-20
269,70,383,3,122.77,2023-03-21
270,21,831,8,52.48,2023-04-18
271,79,472,6,188.01,2024-08-20
272,12,351,4,161.41,2024-06-11
273,32,975,5,98.36,2022-09-16
274,61,498,7,66.24,2023-02-23
275,14,498,5,62.76,2023-12-05
276,59,619,8,473.62,2022-12-03
277,48,945,4,477.9,2023-02-20
278,8,2,7,462.3,2023-02-17
279,38,41,6,275.93,2023-06-22
280,13,960,4,41.86,2023-09-30
281,2,518,2,71.93,2023-04-27
282,32,153,2,301.8,2023-01-18
283,30,95,7,328.46,2024-05-02
284,81,639,1,106.28,2022-10-19
285,99,797,9,471.35,2023-08-17
286,90,940,5,148.37,2023-02-22
287,37,878,9,248.73,2024-08-02
288,29,587,1,262.59,2024-08-16
289,91,671,3,456.96,2023-04-13
290,85,902,8,35.1,2022-12-12
291,4,168,3,360.62,2023-06-03
292,48,832,5,279.51,2023-03-18
293,72,946,1,427.58,2023-03-10
294,64,645,4,44.94,2024-07-31
295,79,105,5,337.76,2022-09-15
296,46,468,9,361.59,2024-04-01
297,41,2,1,486.62,2024-08-03
298,28,469,2,303.2,2024-02-24
299,37,166,7,495.41,2023-05-12
300,12,549,5,51.92,2023-07-19
301,69,443,2,234.51,2024-08-23
302,5,606,5,352.96,2023-09-24
303,22,562,3,44.11,2024-07-27
304,66,172,8,408.72,2023-07-15
305,58,920,9,145.12,2024-01-24
306,25,560,7,182.11,2023-05-20
307,9,281,4,168.61,2024-08-07
308,35,164,7,100.79,2023-02-17
309,27,682,5,190.22,2023-04-14
310,80,186,2,34.39,2024-07-19
311,31,980,2,402.06,2022-10-02
312,59,349,3,217.24,2022-09-01
313,44,934,2,359.73,2024-05-19
314,44,616,6,25.52,2023-04-02
315,13,5,4,222.4,2024-01-07
316,96,727,1,31.85,2024-03-19
317,24,690,1,491.71,2023-09-29
318,95,343,1,374.38,2024-01-19
319,89,676,7,234.74,2023-08-09
320,9,407,6,362.35,2023-04-28
321,6,291,8,271.64,2024-08-13
322,73,934,9,486.31,2022-11-04
323,60,125,2,46.9,2022-08-29
324,29,568,4,349.33,2023-08-24
325,7,994,4,477.67,2023-01-03
326,9,703,4,412.9,2024-03-10
327,68,950,6,303.96,2024-01-14
328,79,865,5,214.44,2023-06-19
329,52,245,5,170.41,2024-06-26
330,12,305,3,403.37,2023-03-15
331,96,511,7,481.84,2024-06-11
332,58,661,1,279.15,2023-10-22
333,51,25,7,13.61,2023-12-20
334,68,409,9,125.01,2024-07-06
335,61,722,5,35.16,2023-07-30
336,89,685,1,88.42,2023-10-26
337,95,423,9,219.67,2022-10-21
338,80,950,3,416.54,2022-09-18
339,61,959,6,236.26,2024-03-18
340,41,152,9,433.66,2024-08-03
341,77,23,4,428.31,2023-10-23
342,77,368,6,388.21,2024-02-18
343,34,458,3,475.28,2024-02-11
344,90,134,9,398.07,2022-10-02
345,13,930,4,93.72,2023-02-03
346,80,324,4,151.55,2022-11-13
347,72,958,7,125.68,2023-04-24
348,62,289,4,146.85,2023-11-09
349,74,892,5,65.44,2022-11-27
350,69,380,4,60.35,2024-08-24
351,25,176,2,255.89,2023-06-27
352,62,652,4,57.66,2023-03-24
353,81,28,8,332.75,2023-08-29
354,76,909,7,115.78,2022-10-02
355,45,84,4,247.24,2022-10-28
356,39,543,2,277.3,2023-05-05
357,50,118,1,320.41,2023-11-17
358,75,828,7,20.96,2023-10-02
359,84,258,4,341.62,2023-06-25
360,96,242,4,169.62,2022-11-22
361,19,717,9,232.74,2023-02-04
362,69,731,9,124.24,2022-10-07
363,14,550,3,57.17,2023-08-01
364,66,209,7,156.27,2023-10-31
365,79,525,4,116.21,2024-08-15
366,79,891,7,434.32,2023-02-25
367,86,771,1,483.71,2024-07-29
368,55,722,8,332.6,2023-12-30
369,35,751,1,173.27,2023-08-18
370,16,610,1,310.33,2022-09-17
371,44,834,6,161.4,2022-12-07
372,56,705,1,160.16,2023-06-25
373,68,112,6,435.96,2024-06-09
374,59,58,8,194.74,2023-03-10
375,72,1,4,277.18,2023-01-14
376,37,312,3,77.86,2023-10-09
377,50,835,3,68.04,2023-12-22
378,48,711,4,38.81,2023-03-05
379,90,800,8,326.52,2024-02-25
380,76,300,2,219.45,2023-01-07
381,14,361,7,69.85,2023-10-04
382,5,579,6,252.17,2023-09-24
383,9,304,2,33.26,2024-02-14
384,64,137,8,491.68,2023-01-26
385,8,740,4,96.27,2023-07-01
386,18,172,9,377.0,2024-02-07
387,62,555,5,114.81,2023-06-01
388,36,656,6,220.21,2024-07-03
389,34,487,4,263.62,2023-11-09
390,95,170,5,207.82,2024-05-19
391,5,776,3,100.16,2024-03-13
392,59,328,5,424.62,2024-02-21
393,78,104,6,439.88,2024-08-08
394,8,862,1,392.36,2024-03-04
395,59,428,5,122.69,2023-02-01
396,96,650,7,235.41,2022-09-01
397,91,782,4,95.95,2022-11-28
398,14,575,9,166.51,2023-11-29
399,6,121,6,259.95,2023-03-23
400,16,939,7,247.67,2024-08-08
401,85,384,9,294.06,2023-07-24
402,13,545,8,115.79,2024-05-23
403,36,181,3,432.5,2022-09-07
404,59,555,5,145.48,2024-08-19
405,43,741,2,291.76,2024-01-15
406,62,776,5,39.49,2023-10-13
407,81,727,7,241.07,2023-07-19
408,10,902,2,75.92,2023-12-12
409,65,457,2,217.79,2023-07-17
410,83,680,4,189.91,2023-07-24
411,21,485,9,394.51,2024-03-07
412,95,166,2,400.66,2024-06-18
413,50,678,6,198.75,2024-03-01
414,28,639,7,391.43,2022-10-22
415,17,658,7,411.46,2023-05-09
416,55,649,4,275.48,2024-07-03
417,84,306,8,221.27,2024-02-28
418,78,330,6,110.07,2023-07-22
419,10,865,2,411.5,2022-11-21
420,44,460,2,179.06,2024-02-25
421,51,982,9,39.96,2023-07-22
422,68,505,5,490.04,2022-10-29
423,85,459,7,160.43,2024-01-14
424,58,311,3,442.78,2022-11-11
425,87,164,3,47.85,2023-03-19
426,82,799,9,208.77,2024-06-14
427,11,622,4,445.23,2024-07-04
428,75,845,2,109.21,2022-09-16
429,74,317,6,158.33,2022-11-04
430,35,55,8,375.99,2023-02-05
431,96,581,7,493.25,2024-04-11
432,75,989,2,196.74,2023-02-09
433,21,848,5,226.53,2024-06-14
434,56,696,3,69.39,2023-10-10
435,52,325,1,353.87,2023-10-21
436,76,635,6,23.27,2023-10-26
437,53,854,5,149.39,2023-02-15
438,81,284,3,435.07,2024-02-25
439,42,211,1,293.63,2023-05-05
440,56,842,1,370.33,2023-05-21
441,22,68,7,168.63,2022-10-08
442,48,309,6,463.4,2023-08-26
443,51,856,6,331.07,2023-02-19
444,75,50,6,280.98,2023-05-15
445,71,456,2,156.1,2024-01-25
446,10,632,6,205.82,2023-03-31
447,42,690,9,88.16,2023-11-11
448,10,402,5,472.18,2024-06-30
449,66,838,7,124.08,2022-12-21
450,81,771,4,72.76,2024-04-07
451,15,569,1,185.08,2023-11-19
452,14,818,9,367.36,2023-06-30
453,33,142,4,124.5,2024-04-13
454,25,677,2,107.61,2023-02-13
455,66,212,5,65.8,2023-09-12
456,47,279,2,451.46,2023-06-16
457,23,820,6,475.48,2023-04-27
458,58,164,3,62.36,2023-03-28
459,2,43,7,223.77,2023-12-17
460,63,937,9,39.54,2023-09-13
461,57,759,4,281.65,2023-04-14
462,52,216,2,257.72,2024-07-28
463,61,399,9,31.12,2024-02-12
464,2,575,7,34.77,2023-09-01
465,89,471,2,293.79,2023-09-29
466,13,159,1,204.27,2023-11-12
467,55,746,1,147.2,2022-09-01
468,94,84,2,148.04,2024-04-21
469,93,720,3,261.54,2023-07-17
470,86,465,5,338.49,2023-11-12
471,96,892,4,466.44,2024-01-08
472,98,898,2,134.62,2023-10-22
473,6,860,5,281.4,2022-12-24
474,23,735,1,495.53,2023-01-21
475,50,908,8,374.34,2023-02-25
476,35,23,8,238.37,2022-11-07
477,81,235,6,12.27,2022-09-23
478,48,307,5,428.42,2022-08-29
479,11,732,8,265.32,2024-02-07
480,41,991,8,195.87,2022-12-09
481,28,979,3,382.72,2023-05-04
482,6,640,2,405.1,2023-12-31
483,4,49,1,51.06,2023-10-22
484,12,643,5,108.0,2022-09-15
485,61,479,5,322.1,2023-03-30
486,44,108,4,287.24,2023-02-19
487,8,276,2,170.12,2024-07-12
488,68,486,4,61.99,2022-10-14
489,31,767,6,86.11,2023-12-18
490,83,809,4,34.35,2024-06-11
491,31,855,1,419.1,2023-04-08
492,54,425,8,369.59,2024-04-28
493,26,84,6,173.79,2022-12-01
494,66,843,7,208.05,2024-02-04
495,57,992,9,451.74,2023-06-10
496,67,612,8,443.88,2022-09-24
497,60,632,9,463.94,2023-11-06
498,94,318,8,9.01,2023-08-16
499,71,332,9,308.87,2023-03-13
500,29,390,1,496.3,2023-02-14
501,15,103,8,201.69,2023-03-20
502,68,492,1,199.93,2024-01-18
503,78,62,6,213.89,2022-09-29
504,65,202,1,325.91,2024-01-12
505,79,373,8,138.25,2024-05-05
506,78,44,8,106.97,2024-07-20
507,50,749,4,270.14,2024-05-04
508,30,289,3,373.11,2023-12-19
509,31,4,8,101.29,2023-10-24
510,72,98,2,344.71,2022-09-09
511,80,932,5,366.99,2024-02-14
512,28,483,4,205.72,2023-12-31
513,52,763,7,428.68,2024-05-14
514,24,564,4,159.02,2024-01-10
515,97,138,9,319.74,2023-05-29
516,5,340,6,392.02,2024-01-20
517,44,107,5,108.01,2023-05-06
518,98,452,2,269.3,2023-01-20
519,33,46,1,48.88,2024-05-08
520,85,97,9,460.49,2022-12-29
521,39,117,3,24.43,2024-05-07
522,3,277,7,440.4,2024-04-14
523,13,322,4,284.19,2024-07-24
524,16,680,7,394.92,2024-06-19
525,39,333,1,319.69,2024-01-22
526,14,777,8,365.07,2022-09-05
527,68,108,8,260.22,2024-01-30
528,24,76,4,134.79,2023-01-25
529,35,295,7,390.24,2022-12-18
530,2,823,9,393.54,2023-06-24
531,56,573,5,192.16,2024-06-13
532,68,925,4,170.91,2022-12-12
533,64,860,8,61.45,2024-03-13
534,62,363,2,471.93,2023-01-07
535,84,41,4,272.59,2024-04-10
536,37,478,2,407.28,2023-06-04
537,6,176,5,248.42,2024-06-06
538,27,860,5,86.1,2024-07-29
539,10,472,7,491.78,2024-07-11
540,64,50,1,497.81,2022-09-18
541,62,13,8,67.52,2024-06-03
542,6,833,5,66.52,2024-08-06
543,87,987,5,108.94,2023-04-11
544,8,942,3,310.2,2023-07-17
545,97,890,9,316.61,2023-01-19
546,21,497,9,425.12,2024-07-22
547,70,295,8,365.0,2023-10-21
548,48,842,3,204.53,2023-03-30
549,1,50,4,315.68,2024-08-19
550,75,861,9,479.8,2023-12-26
551,2,260,2,57.81,2022-09-04
552,56,686,3,341.16,2024-05-27
553,57,219,7,482.98,2023-01-12
554,63,251,7,6.31,2022-12-09
555,74,545,4,63.52,2024-06-23
556,41,127,4,478.93,2023-09-13
557,84,787,5,480.4,2023-07-23
558,38,565,8,473.12,2023-02-08
559,52,598,6,433.91,2023-06-21
560,96,72,9,176.65,2024-05-07
561,8,333,3,168.29,2023-03-22
562,6,49,3,358.23,2023-08-30
563,97,694,4,350.64,2023-10-01
564,69,191,8,197.59,2023-07-12
565,44,290,2,198.87,2023-12-04
566,70,907,5,498.37,2023-08-18
567,23,83,8,132.27,2024-04-24
568,52,237,9,98.66,2022-08-31
569,49,849,7,168.8,2024-07-25
570,85,68,8,387.46,2023-07-04
571,10,102,6,16.42,2023-07-21
572,55,124,4,428.46,2024-08-09
573,45,23,2,136.54,2023-08-12
574,21,642,3,161.82,2022-09-19
575,89,118,5,315.11,2022-12-22
576,64,150,9,407.02,2024-05-03
577,40,129,3,372.73,2022-09-01
578,53,779,7,455.93,2023-05-12
579,85,593,3,292.55,2023-07-30
580,67,662,2,36.57,2024-02-27
581,52,294,8,94.43,2023-07-14
582,25,394,6,15.91,2023-09-30
583,68,203,5,249.97,2023-04-13
584,23,647,2,174.61,2023-07-06
585,26,654,5,36.77,2023-02-20
586,23,519,3,59.97,2023-11-26
587,76,374,1,345.27,2023-06-10
588,15,521,8,77.68,2023-05-12
589,58,564,9,60.69,2022-08-29
590,81,335,9,325.32,2023-02-16
591,97,642,1,451.63,2024-02-19
592,2,663,8,257.76,2023-01-18
593,35,633,9,212.36,2024-04-17
594,28,605,8,200.97,2023-03-21
595,34,11,6,125.05,2023-01-05
596,39,809,2,400.38,2023-06-21
597,52,789,8,216.04,2024-01-30
598,29,344,3,499.72,2023-11-12
599,3,421,5,77.46,2023-11-04
600,1,772,6,80.4,2022-10-11
601,8,999,8,296.59,2022-11-29
602,19,595,8,221.16,2024-01-30
603,5,571,7,194.37,2024-01-22
604,1,732,1,339.29,2023-05-04
605,92,443,4,261.59,2024-08-17
606,67,4,8,432.58,2023-12-21
607,42,243,2,141.12,2023-10-04
608,47,195,4,236.89,2023-12-27
609,62,346,8,177.89,2023-11-12
610,19,173,2,263.24,2024-01-10
611,96,134,9,396.02,2023-12-02
612,82,20,8,199.25,2024-06-02
613,57,152,8,42.65,2023-02-24
614,22,128,7,419.24,2024-08-26
615,22,821,6,330.28,2023-01-21
616,28,864,5,51.4,2023-02-19
617,74,401,7,69.97,2022-11-16
618,76,64,7,48.34,2023-10-20
619,44,645,4,475.75,2023-01-27
620,10,625,6,217.9,2023-09-12
621,94,790,3,116.59,2022-11-13
622,20,81,7,307.24,2022-12-24
623,77,485,4,84.61,2023-04-14
624,98,259,2,371.73,2023-04-27
625,62,174,3,369.13,2023-09-13
626,14,924,9,106.93,2023-12-14
627,14,868,2,301.25,2024-08-08
628,32,725,6,234.1,2024-07-18
629,56,569,7,101.05,2024-03-22
630,10,638,5,358.27,2023-03-04
631,6,557,8,286.6,2024-03-21
632,29,168,9,80.66,2024-03-10
633,23,932,2,337.75,2024-05-28
634,11,895,5,211.89,2022-11-07
635,59,749,4,285.07,2024-07-26
636,35,60,2,438.03,2024-02-08
637,10,197,7,21.09,2023-08-26
638,54,234,5,200.69,2022-11-22
639,68,697,1,455.78,2022-09-07
640,9,630,1,54.65,2023-12-10
641,87,319,9,234.25,2023-03-10
642,80,942,6,434.34,2023-02-05
643,49,159,9,62.93,2022-12-06
644,15,730,4,355.68,2024-01-07
645,62,578,8,363.54,2022-12-25
646,37,19,6,392.97,2024-05-18
647,62,277,5,10.23,2024-02-24
648,66,64,4,203.83,2023-10-02
649,15,977,5,259.7,2023-07-03
650,91,840,5,473.43,2023-10-15
651,18,98,6,488.22,2022-12-29
652,50,353,8,497.3,2022-12-28
653,65,159,9,251.03,2023-02-10
654,15,476,3,310.37,2024-06-07
655,20,119,2,430.1,2023-10-18
656,85,114,8,481.67,2024-03-14
657,8,301,7,137.6,2022-12-30
658,48,31,9,61.95,2023-11-13
659,35,493,7,168.47,2024-07-04
660,79,683,7,20.71,2024-05-20
661,94,142,3,469.11,2023-02-08
662,33,413,7,146.73,2023-05-01
663,46,908,2,473.0,2024-01-15
664,44,740,3,99.3,2023-05-14
665,47,454,7,278.98,2022-09-08
666,24,732,7,55.14,2023-07-16
667,8,716,2,484.12,2022-10-04
668,80,359,8,191.95,2023-09-12
669,9,421,6,468.17,2023-08-04
670,59,778,9,344.7,2022-12-17
671,6,564,9,373.43,2024-03-05
672,84,98,8,280.75,2023-10-14
673,26,920,4,104.08,2022-08-29
674,9,17,9,315.18,2024-05-14
675,44,55,7,258.15,2024-07-06
676,20,677,2,190.88,2023-11-28
677,69,443,2,403.57,2022-12-05
678,28,661,6,243.41,2022-11-15
679,75,931,1,153.75,2024-01-11
680,92,563,3,212.94,2023-11-06
681,84,166,4,256.11,2024-07-01
682,90,775,8,398.27,2024-08-17
683,62,491,4,23.46,2024-02-29
684,5,421,8,272.44,2023-09-02
685,46,153,8,439.62,2023-01-12
686,40,909,6,33.05,2022-09-20
687,22,200,7,313.54,2024-05-16
688,9,944,5,466.43,2024-03-30
689,57,815,8,359.3,2024-04-14
690,83,513,6,138.54,2024-01-10
691,17,498,4,72.91,2024-05-22
692,86,921,1,459.93,2022-12-10
693,82,786,9,208.68,2023-03-11
694,16,975,9,403.45,2024-07-06
695,22,891,3,479.32,2023-12-11
696,24,34,4,354.11,2022-09-22
697,29,798,4,65.09,2023-10-25
698,37,390,8,11.66,2023-09-12
699,30,571,6,21.47,2023-03-11
700,60,529,9,426.77,2023-10-31
701,73,339,7,123.86,2023-07-12
702,11,684,6,257.63,2022-09-06
703,15,842,4,407.66,2024-08-21
704,40,140,3,349.27,2022-11-12
705,21,658,4,57.7,2023-04-30
706,81,742,5,409.95,2023-08-11
707,13,592,7,193.37,2023-04-04
708,91,367,6,418.33,2023-12-07
709,30,848,9,187.1,2024-01-10
710,2,676,8,79.01,2023-12-14
711,71,241,5,14.56,2023-09-10
712,49,18,4,358.96,2023-09-01
713,82,494,9,461.18,2023-03-19
714,45,371,9,65.51,2024-04-08
715,86,551,2,270.33,2022-11-07
716,34,735,5,16.38,2024-06-10
717,33,471,8,457.68,2023-01-13
718,96,764,5,82.52,2023-07-08
719,86,837,4,35.64,2023-03-04
720,49,431,4,190.79,2023-11-27
721,53,606,7,428.0,2023-09-26
722,32,370,6,243.42,2023-09-22
723,72,967,5,304.25,2024-02-21
724,64,817,4,100.04,2024-07-13
725,60,554,8,70.73,2024-05-20
726,74,853,8,458.28,2022-10-27
727,59,536,5,13.17,2024-01-26
728,75,691,3,330.26,2023-02-13
729,25,900,2,75.41,2024-02-28
730,77,511,9,299.79,2024-08-15
731,76,13,1,270.73,2023-03-10
732,49,926,5,424.96,2024-05-15
733,62,707,9,144.58,2022-08-29
734,39,440,1,257.3,2023-05-16
